subclass,instance,wikiDataID,gender,age,birthYear,publication_year
Politician,Norlizah_Noh,Q111367523,female,41,,2022.0
Politician,Norm_Baxter,Q26997559,male,94,,2016.0
Politician,Norm_Coleman,Q706661,male,75,,2003.0
Politician,Norm_Dicks,Q970246,male,84,,2003.0
Politician,Norm_Eisen,Q7052464,male,64,,2011.0
Politician,Norm_Foster_(politician),Q16017391,male,85,,2006.0
Politician,Norm_Gardner,Q16230589,male,86,,2006.0
Politician,Norm_Jamison,Q16730175,male,67,,2005.0
Politician,Norm_Jary,Q106469262,male,92,,2021.0
Politician,Norm_Jensen,Q7051500,male,79,,2010.0
Politician,Norm_Johnson_(politician),Q7051504,male,86,,2012.0
Politician,Norm_Kelly,Q7051507,male,83,,2005.0
Politician,Norm_Kelly_(Australian_politician),Q7051508,male,0,,2009.0
Politician,Norm_Lee,Q16015552,male,82,,2013.0
Politician,Norm_Letnick,Q7051522,male,0,,2009.0
Politician,Norm_Lortie,Q20712308,male,86,,2015.0
Politician,Norm_Lusney,Q7052524,male,70,,2012.0
Politician,Norm_Macdonald_(politician),Q7051528,male,0,,2006.0
Politician,Norm_Maleng,Q7051531,male,69,,2007.0
Politician,Norm_Marlborough,Q7051534,male,79,,2006.0
Politician,Norm_McFarlane,Q3343702,male,0,,2004.0
Politician,Norm_Miller,Q7051543,male,0,,2004.0
Politician,Norm_Peterson_(politician),Q7051556,male,0,,2007.0
Politician,Norm_Rice,Q7051566,male,81,,2005.0
Politician,Norm_Rokeberg,Q28924962,male,81,,2017.0
Politician,Norm_Ryan,Q7051573,male,87,,2006.0
Politician,Norm_Sanders,Q7051574,male,92,,2006.0
Politician,Norm_Semanko,Q29453319,male,0,,2017.0
Politician,Norm_Shinkle,Q7051583,male,0,,2006.0
Politician,Norm_Smith_(American_politician),Q18218026,male,0,,2014.0
Politician,Norm_Smith_(Australian_politician),Q23022049,male,82,,2016.0
Politician,Norm_Sterling,Q7051592,male,82,,2004.0
Politician,Norm_Thurston,Q24572179,male,0,,2016.0
Politician,Norm_Wallman,Q7051603,male,86,,2007.0
Politician,Norm_Weiss,Q7051604,male,80,,2008.0
Politician,Norm_Wipf,Q20738253,male,85,,2015.0
Politician,Norma_Abdala_de_Matarazzo,Q16142825,female,76,,2015.0
Politician,Norma_Azucena_Rodríguez_Zamora,Q56290283,female,0,,2018.0
Politician,Norma_Bixby,Q7051641,female,83,,2008.0
Politician,Norma_Burgos,Q7051644,female,70,,2006.0
Politician,Norma_C._Russell,Q19518420,female,87,,2015.0
Politician,Norma_Carranza,Q7051652,female,0,,2012.0
Politician,Norma_Champion,Q7051653,female,91,,2006.0
Politician,Norma_Chávez,Q7051654,female,64,,2006.0
Politician,Norma_Daniels,Q115209265,female,78,,2022.0
Politician,Norma_Dee_Edwards,Q89564962,female,82,,2020.0
Politician,Norma_Durango,Q41658565,female,72,,2020.0
Politician,Norma_Edwards,Q99438605,female,0,,2020.0
Politician,Norma_Esparza,Q16196919,female,57,,2013.0
Politician,Norma_Foley,Q84768900,female,0,,2020.0
Politician,Norma_Holloway_Johnson,Q7051677,female,79,,2005.0
Politician,Norma_Kassi,Q7051687,female,70,,2007.0
Politician,Norma_Levy_Shapiro,Q13560990,female,88,,2009.0
Politician,Norma_Matheson,Q83870755,female,90,,2020.0
Politician,Norma_McCormick,Q7051698,female,80,,2004.0
Politician,Norma_Morandini,Q7051703,female,76,,2011.0
Politician,Norma_Muñoz,Q23017982,female,0,,2021.0
Politician,Norma_Paulus,Q7051704,female,86,,2006.0
Politician,Norma_Pujol,Q56808173,female,36,,2020.0
Politician,Norma_Redfearn,Q16191111,female,0,,2006.0
Politician,Norma_Smith,Q7051721,female,73,,2012.0
Politician,Norma_Torres,Q3343727,female,59,,2008.0
Politician,Norma_V._Cantu,Q7051727,female,70,,2006.0
Politician,Normala_Abdul_Samad,Q16194308,female,63,,2013.0
Politician,Norman_A._Beecher,Q91960732,male,62,,2020.0
Politician,Norman_A._Erbe,Q1743205,male,81,,2006.0
Politician,Norman_A._Mordue,Q7051885,male,82,,2007.0
Politician,Norman_Abrams,Q15489527,male,91,,2006.0
Politician,Norman_Adrian_Wiggins,Q7051896,male,83,,2007.0
Politician,Norman_Albert_Mott,Q7051903,male,65,,2010.0
Politician,Norman_Alexander_Dunn,Q86753513,male,57,,2020.0
Politician,Norman_Alexander_McLarty,Q15995767,male,56,,2006.0
